speech_id,keybert_keywords
CREC-2023-11-06-pt1-PgH5416-8,"['days revise', 'members legislative', 'extend remarks include', 'ask unanimous consent', '2717 amended']"
CREC-2023-11-06-pt1-PgH5416-11,"['honor recipients mr', 'memorial dedicated medal', 'seeks honor valor', 'lincoln awarded medal', 'honoring veterans displayed']"
CREC-2023-11-06-pt1-PgH5416-12,"['national mall medal', 'honor recipients army', 'monument location act', 'memorial honor 500', 'military decoration awarded']"
CREC-2023-11-06-pt1-PgH5416-13,"['yield', 'minutes', 'utah', 'lead sponsor', 'mr moore']"
CREC-2023-11-06-pt1-PgH5416-14,"['woody enlisted pacific', '21 1945 corporal', 'monument honor awarded', 'woody williams national', 'corporal williams landed']"
CREC-2023-11-06-pt1-PgH5416-15,"['veasey', 'texas', 'yield time consume', 'consume gentleman', 'lead legislation']"
CREC-2023-11-06-pt1-PgH5416-16,"['military decoration awarded', 'honor recipients', 'location act medal', 'monument location act', 'memorial honoring president']"
CREC-2023-11-06-pt1-PgH5416-17,"['west', 'miller', 'yield minutes', 'gentlewoman', 'virginia mrs']"
CREC-2023-11-06-pt1-PgH5416-18,"['national medal', 'honor monument near', 'washington woody american', 'honor 1945 courage', 'favor hershel woody']"
CREC-2023-11-06-pt1-PgH5416-20,"['west', 'yield additional', 'virginia', '30 seconds', 'gentlewoman']"
CREC-2023-11-06-pt1-PgH5416-21,"['nation urge', 'shaped preserved great', 'house senate vote', 'future generations values', 'monument']"
CREC-2023-11-06-pt1-PgH5416-22,"['plaza memorial men', 'goal think memorial', 'memorial men women', 'importance legislation memorial', 'legislation memorial border']"
CREC-2023-11-06-pt1-PgH5416-23,"['received medal honor', 'commemorate servicemembers', 'williams served honor', 'going small monument', 'monument realize']"
CREC-2023-11-06-pt1-PgH5416-27,"['order', 'object vote', 'quorum present make']"
CREC-2023-11-06-pt1-PgH5418-0,"['suffrage movement passage', 'national mall commemorate', 'suspend rules pass', 'amendment constitution purposes', 'authorize location monument']"
CREC-2023-11-06-pt1-PgH5418-7,"['remarks include extraneous', 'members legislative', 'days revise extend', 'material 1318 consideration', 'ask unanimous consent']"
CREC-2023-11-06-pt1-PgH5418-10,"['suffrage movement 1848', 'monument currently occupied', 'ratified women finally', 'beginning women suffrage', 'monument location act']"
CREC-2023-11-06-pt1-PgH5418-11,"['reserve national mall', 'women suffrage national', 'recognize women championed', 'authorization new memorials', 'national monument location']"
CREC-2023-11-06-pt1-PgH5418-12,"['gonzalez', 'colon', 'yield minutes', 'gentlewoman', 'puerto rico']"
CREC-2023-11-06-pt1-PgH5418-13,"['amendment guaranteeing women', 'vote time woman', 'showcases female voters', 'woman served congress', 'suffrage national monument']"
CREC-2023-11-06-pt1-PgH5418-14,"['time', 'prepared', 'balance time', 'close', 'close reserve balance']"
CREC-2023-11-06-pt1-PgH5418-15,"['legislation', 'yield time consume', 'bipartisan', 'gentleman colorado mr', 'neguse sponsor']"
CREC-2023-11-06-pt1-PgH5418-16,"['women suffrage bipartisan', 'congress legislation today', 'profoundly important bipartisan', 'gratitude representative debbie', 'senate companion heard']"
CREC-2023-11-06-pt1-PgH5418-17,"['reminder erase history', 'museum approved funding', 'latino', 'understand women history', 'memorial issue stark']"
CREC-2023-11-06-pt1-PgH5418-18,"['grijalva support', 'representatives lesko neguse', 'women suffrage monument', 'bipartisan support bipartisan', 'thank representatives']"
CREC-2023-11-06-pt1-PgH5420-3-1,"['include tabular material', 'days revise extend', 'consent members', 'ask unanimous', '4820 include tabular']"
CREC-2023-11-06-pt1-PgH5420-3-7,"['need honest fiscal', 'emergency funding repeat', 'americans spending', 'fiscal year 2023', 'moving appropriations bills']"
CREC-2023-11-06-pt1-PgH5420-3-8,"['infrastructure weaken', 'transportation housing urban', 'affordable mortgage home', 'help millions american', 'corridor funding']"
CREC-2023-11-06-pt1-PgH5420-3-9,"['yield', 'mr', 'california', 'lamalfa', 'minutes']"
CREC-2023-11-06-pt1-PgH5420-3-10,"['california auction carbon', 'subsidized taxpayers ultraexpensive', 'federal government funds', 'california keeps coming', 'running funding coming']"
CREC-2023-11-06-pt1-PgH5420-3-12,"['additional', 'yield', 'gentleman', 'california', 'minute']"
CREC-2023-11-06-pt1-PgH5420-3-13,"['grow crops', 'infrastructure money', 'crops americans', 'california let invest', 'build water storage']"
CREC-2023-11-06-pt1-PgH5420-3-14,"['ms delauro ranking', 'yield minutes', 'connecticut', 'member appropriations committee', 'gentlewoman']"
CREC-2023-11-06-pt1-PgH5420-3-15,"['guts rail investments', 'northeast corridor rail', 'levels amtrak anticipates', 'unthinkable cuts transportation', 'percent reduction amtrak']"
CREC-2023-11-06-pt1-PgH5423-2-1,"['amtrak nearly profitable', 'going projects amtrak', 'advanced appropriations northeast', 'corridor capital improvements', 'mandated improvements northeast']"
CREC-2023-11-06-pt1-PgH5423-2-2,"['california ms', 'waters ranking', 'yield minutes', 'member financial services', 'gentlewoman']"
CREC-2023-11-06-pt1-PgH5423-2-3,"['cuts rich cost', 'funding homelessness', 'afford devastating costs', 'housing costs inflation', 'slashing federal housing']"
CREC-2023-11-06-pt1-PgH5423-2-4,"['caused inflation drove', 'infrastructure investment', 'democratic economists criticized', 'concerned housing costs', 'deficits running having']"
CREC-2023-11-06-pt1-PgH5423-2-5,"['mr', 'new jersey', 'yield minutes', 'payne']"
CREC-2023-11-06-pt1-PgH5423-2-6,"['cuts republicans', 'rail infrastructure safety', 'republicans want cut', 'funding needed transportation', 'amtrak funding 65']"
CREC-2023-11-06-pt1-PgH5423-2-7,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-11-06-pt1-PgH5423-2-8,"['yield', 'minutes', 'pressley', 'massachusetts ms', 'gentlewoman']"
CREC-2023-11-06-pt1-PgH5423-2-9,"['does apply freedom', 'affordable lgbtq senior', 'republicans choosing homophobia', 'oppose legislation', 'mortgages skyrocketing lgbtq']"
CREC-2023-11-06-pt1-PgH5423-2-10,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-11-06-pt1-PgH5423-2-11,"['amtrak 100 year', 'riders thank chairman', 'chairman refine process', 'addition northeast corridor', 'law supplemental funding']"
CREC-2023-11-06-pt1-PgH5423-2-12,"['continue work concerns', 'deficit friends concerned', 'infrastructure infrastructure investment', 'balance time close', 'appropriations bills bipartisan']"
CREC-2023-11-06-pt1-PgH5423-2-14,"['committee rise', 'committee', 'rise']"
CREC-2023-11-06-pt1-PgH5426-3-8,"['yea rollcall 599', 'fort geronimo preservation', '1607 clarify jurisdiction', 'act voted', 'present vote']"
CREC-2023-11-06-pt1-PgH5426-3-9,"['599 yea', 'rollcall', 'yea rollcall 600', 'following votes', 'votes present voted']"
CREC-2023-11-06-pt1-PgH5426-3-11,"['today missed', 'rollcall 600 personal', 'votes present voted', 'series rollcall', 'voted yea']"
CREC-2023-11-06-pt1-PgH5426-3-12,"['today travel illinois', 'yea rollcall 600', '599 yea rollcall', 'washington present voted', 'miss votes']"
CREC-2023-11-06-pt1-PgH5426-3-13,"['train delayed did', 'make capitol time', 'votes', '599 yea rollcall', 'present voted yea']"
CREC-2023-11-06-pt1-PgS5363-6-0,"['proceed immediate consideration', 'discharged', '41 senate', 'ask unanimous consent', 'committee foreign relations']"
CREC-2023-11-06-pt1-PgS5363-6-4,"['unanimous', 'considered read time', 'consent considered read']"
CREC-2023-11-06-pt1-PgS5363-6-6,"['know debate', 'debate', 'know']"
CREC-2023-11-06-pt1-PgS5363-6-11,"['table', 'motion reconsider considered', 'ask unanimous consent']"
CREC-2023-11-07-pt1-PgE1068-2-2,"['federal assistance programs', 'drinking water crisis', 'water services lack', 'disposable income water', 'water assistance pilot']"
CREC-2023-11-07-pt1-PgH5482-6-0,"['ask', 'immediate', 'resolution', 'committee', '847']"
CREC-2023-11-07-pt1-PgH5482-6-3,"['fernandez', 'yield', 'gentlewoman', 'debate']"
CREC-2023-11-07-pt1-PgH5482-6-4,"['extend', 'days', 'revise', 'consent', 'unanimous']"
CREC-2023-11-07-pt1-PgH5482-6-7,"['rules', 'agenda', 'taxpayer', 'finance', 'amendments']"
CREC-2023-11-07-pt1-PgH5482-6-8,"['robocalls', 'household', 'bipartisan', 'recession', 'spend']"
CREC-2023-11-07-pt1-PgH5482-6-9,"['yield', 'access', 'falling', 'overregulating', 'agencies']"
CREC-2023-11-07-pt1-PgH5482-6-10,"['green', 'inflation', 'compliance', 'emissions', 'biden']"
CREC-2023-11-07-pt1-PgH5482-6-11,"['emphasize', 'columbia', 'cost', 'farmers', 'wildfires']"
CREC-2023-11-07-pt1-PgH5482-6-12,"['repeals', 'delegate', 'fiscal', 'columbia', 'legislating']"
CREC-2023-11-07-pt1-PgH5482-6-13,"['biden', 'discussed', 'climate', 'federally', 'balance']"
CREC-2023-11-07-pt1-PgH5482-6-14,"['member', 'realities', 'york', 'importance', 'espaillat']"
CREC-2023-11-07-pt1-PgH5482-6-15,"['resources', 'accomplish', 'residents', 'cost', 'fiscal']"
CREC-2023-11-07-pt1-PgH5482-6-16,"['aisle', 'falling', 'funds']"
CREC-2023-11-07-pt1-PgH5482-6-17,"['yield', 'minutes', 'oregon', 'gentlewoman', 'bonamici']"
CREC-2023-11-07-pt1-PgH5482-6-18,"['fiscal', 'public', 'cases', 'bipartisan', 'defend']"
CREC-2023-11-07-pt1-PgH5482-6-21,"['defender', 'afforded', 'public', '2023', 'deficit']"
CREC-2023-11-07-pt1-PgH5482-6-22,"['balance', 'irs', 'gop', 'cuts']"
CREC-2023-11-07-pt1-PgH5482-6-23,"['cutting', 'speaker', 'balance', 'federal', 'pelosi']"
CREC-2023-11-07-pt1-PgH5482-6-24,"['states', 'seniors', 'insert', 'protect', 'unanimous']"
CREC-2023-11-07-pt1-PgH5482-6-27,"['yield', 'california', 'discuss', 'robert', 'minutes']"
CREC-2023-11-07-pt1-PgH5482-6-28,"['trillion', 'cutting', 'benefits', 'seniors']"
CREC-2023-11-07-pt1-PgH5482-6-29,"['balance', 'cuts', 'medicare']"
CREC-2023-11-07-pt1-PgH5482-6-30,['tax']
CREC-2023-11-07-pt1-PgH5482-6-33,"['constitution', 'representative', 'secure', 'spending', 'grants']"
CREC-2023-11-07-pt1-PgH5482-6-34,"['balance', 'months', 'grants']"
CREC-2023-11-07-pt1-PgH5482-6-35,"['overwhelmingly', 'grants', 'fiscal', 'debating', 'dreamers']"
CREC-2023-11-07-pt1-PgH5482-6-36,"['debate', 'housing', 'pass', 'promises', 'fiscal']"
CREC-2023-11-07-pt1-PgH5482-6-37,"['previous', 'yield', 'time', 'balance', 'resolution']"
CREC-2023-11-07-pt1-PgH5482-6-40,"['yeas nays', 'yeas', 'demand']"
CREC-2023-11-07-pt1-PgH5489-4-9,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-07-pt1-PgH5490-13,"['603 amendment', '4820 mistakenly recorded', 'amendment 20 offered', 'rollcall vote', 'voted aye']"
CREC-2023-11-07-pt1-PgH5490-41,"['606 stated', 'rollcall', 'aye']"
CREC-2023-11-07-pt1-PgH5490-42,"['present voted', 'nay', '606 amendment', 'amendment 30 offered', 'recorded rollcall']"
CREC-2023-11-07-pt1-PgH5490-51,"['committee rise', 'committee', 'rise']"
CREC-2023-11-07-pt1-PgH5531-4-38,"['mr schweikert', 'present voted', 'rollcall', '612 amendment']"
CREC-2023-11-07-pt1-PgH5531-4-75,"['4820 mistakenly recorded', 'amendment 62 offered', '616 amendment', 'rollcall vote', 'aye voted']"
CREC-2023-11-08-pt1-PgH5550-5-1,"['days', 'tabular', 'consent']"
CREC-2023-11-08-pt1-PgH5550-5-7,"['irs', 'flynn', 'consideration', 'steny', 'representatives']"
CREC-2023-11-08-pt1-PgH5550-5-8,"['fiscal', 'womack', 'senate', 'oversight', 'staff']"
CREC-2023-11-08-pt1-PgH5550-5-9,"['argued', 'endangering', 'deficits', 'budgets', 'fentanyl']"
CREC-2023-11-08-pt1-PgH5550-5-10,"['agenda', 'arkansas', 'covid', 'compliance', 'fiscal']"
CREC-2023-11-08-pt1-PgH5550-5-12,"['additional', 'yield', 'seconds', 'iowa', 'gentlewoman']"
CREC-2023-11-08-pt1-PgH5550-5-13,"['constituents', 'proud', 'investing']"
CREC-2023-11-08-pt1-PgH5550-5-14,"['yield', 'appropriations', 'delauro', 'gentlewoman']"
CREC-2023-11-08-pt1-PgH5550-5-15,"['irs', 'fraudsters', 'appropriations', 'consumer', 'cutting']"
CREC-2023-11-08-pt1-PgH5550-5-16,"['yield', 'wasserman', 'florida', 'minutes', 'gentlewoman']"
CREC-2023-11-08-pt1-PgH5550-5-17,"['shutdown', 'priorities', 'national', 'protect', 'fentanyl']"
CREC-2023-11-08-pt1-PgH5550-5-18,"['engaging', 'yield', 'mr', 'barr', 'kentucky']"
CREC-2023-11-08-pt1-PgH5550-5-19,"['dodd', 'oversight', 'regulatory', 'monetary', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-20,"['constitution', 'allocated', 'consumer', 'annual', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-21,"['protected', 'debate', 'appropriation', 'agency', 'order']"
CREC-2023-11-08-pt1-PgH5550-5-22,"['supreme', 'washington', 'lavish', 'unethical', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-23,"['yield', 'mr', 'barr', 'kentucky', 'minute']"
CREC-2023-11-08-pt1-PgH5550-5-24,"['maryland', 'cfpb', 'unconstitutionally']"
CREC-2023-11-08-pt1-PgH5550-5-25,"['chair speakers', 'chair', 'ask']"
CREC-2023-11-08-pt1-PgH5550-5-26,"['prepared close', 'prepared', 'close']"
CREC-2023-11-08-pt1-PgH5550-5-27,"['balance', 'closing', 'federal']"
CREC-2023-11-08-pt1-PgH5550-5-28,"['continuing', 'tomorrow', 'maryland', 'negotiate', 'appropriations']"
CREC-2023-11-08-pt1-PgH5550-5-54,"['offer', 'resolution', 'pursuant', 'bloc', '847']"
CREC-2023-11-08-pt1-PgH5550-5-57,"['incorporating', 'strengthen', 'yes', 'hoyer', 'bipartisan']"
CREC-2023-11-08-pt1-PgH5550-5-58,"['balance time', 'reserve', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-59,"['yield', 'mr', 'york', 'molinaro', 'minutes']"
CREC-2023-11-08-pt1-PgH5550-5-60,"['constitutionally', 'addresses', 'oversight', 'treasury', 'rural']"
CREC-2023-11-08-pt1-PgH5550-5-61,"['yield', 'ohio', 'minutes', 'gentlewoman', 'beatty']"
CREC-2023-11-08-pt1-PgH5550-5-62,"['traffickers', 'amendment', 'safeguarding', 'financing', 'fincen']"
CREC-2023-11-08-pt1-PgH5550-5-63,"['balance', 'time', 'reserve', 'prepared', 'close']"
CREC-2023-11-08-pt1-PgH5550-5-64,"['yield', 'time', 'balance', 'gentleman', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-65,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-66,"['levin', 'services', 'protections', 'georgia', 'bipartisan']"
CREC-2023-11-08-pt1-PgH5550-5-70,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-74,"['undermine', 'agribusinesses', 'risk', 'amendment', 'cfius']"
CREC-2023-11-08-pt1-PgH5550-5-75,"['opposition amendment', 'amendment', 'rise']"
CREC-2023-11-08-pt1-PgH5550-5-77,['policies']
CREC-2023-11-08-pt1-PgH5550-5-78,"['national', 'yield', 'important', 'adversaries']"
CREC-2023-11-08-pt1-PgH5550-5-79,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-82,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-85,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-89,"['welfare', 'spend', 'amendment', 'grants', 'debt']"
CREC-2023-11-08-pt1-PgH5550-5-90,"['claim', 'opposition', 'gentleman', 'time', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-92,"['communities', 'benefits', 'cdfis', 'defunding', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-93,"['benefits', 'constitution', 'currency', 'wisconsin']"
CREC-2023-11-08-pt1-PgH5550-5-94,"['previously', 'yield', 'balance', 'rejection', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-95,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-98,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-101,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-105,"['dove', 'costs', 'finances']"
CREC-2023-11-08-pt1-PgH5550-5-106,"['time opposition', 'claim time', 'claim']"
CREC-2023-11-08-pt1-PgH5550-5-108,"['serve', 'oppose', 'rural', 'paperwork', 'balance']"
CREC-2023-11-08-pt1-PgH5550-5-109,"['let', 'speaker', 'risk', 'bureaucracies', 'ranking']"
CREC-2023-11-08-pt1-PgH5550-5-110,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-114,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-118,"['funding', 'inventory', 'armored', 'amendment', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-119,"['opposition amendment', 'amendment', 'rise']"
CREC-2023-11-08-pt1-PgH5550-5-121,"['illegally', 'report', 'defund', 'agents', 'spending']"
CREC-2023-11-08-pt1-PgH5550-5-122,"['arkansas', 'hiding']"
CREC-2023-11-08-pt1-PgH5550-5-123,"['let', 'friend', 'resolution', 'american', 'expires']"
CREC-2023-11-08-pt1-PgH5550-5-124,"['friend', 'proximity', '17', 'november']"
CREC-2023-11-08-pt1-PgH5550-5-125,['exactly']
CREC-2023-11-08-pt1-PgH5550-5-126,"['thank', 'said', 'gentleman', 'correcting', 'february']"
CREC-2023-11-08-pt1-PgH5550-5-127,"['yield', 'congratulate', 'information', 'irs', 'gentlewoman']"
CREC-2023-11-08-pt1-PgH5550-5-128,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-132,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-136,"['let', 'agencies', 'arming', 'biden', 'tax']"
CREC-2023-11-08-pt1-PgH5550-5-137,"['claim', 'opposition', 'time', 'gentlewoman', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-139,"['capped', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-140,['irs']
CREC-2023-11-08-pt1-PgH5550-5-141,"['gentleman yield', 'yield', 'gentleman']"
CREC-2023-11-08-pt1-PgH5550-5-142,"['yield', 'ranking', 'member', 'gentleman', 'maryland']"
CREC-2023-11-08-pt1-PgH5550-5-143,"['isn', 'defund', 'enforce', 'officers', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-144,"['better', 'gentlewoman', 'irs', 'ammunition']"
CREC-2023-11-08-pt1-PgH5550-5-145,"['hunter', 'enforce', 'biden', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-148,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-151,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-155,"['star', 'blockchain', '2023', 'tax', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-156,"['time opposition', 'claim time', 'claim']"
CREC-2023-11-08-pt1-PgH5550-5-158,"['authorizers', 'transfer', 'withdrawal', 'constitution', 'plastic']"
CREC-2023-11-08-pt1-PgH5550-5-159,"['gentleman', 'create', 'balance', 'prohibition', 'researching']"
CREC-2023-11-08-pt1-PgH5550-5-160,"['exists', 'working', 'opposed', 'group', 'gentleman']"
CREC-2023-11-08-pt1-PgH5550-5-161,"['gentleman yield', 'yield', 'gentleman']"
CREC-2023-11-08-pt1-PgH5550-5-162,"['gentleman ohio', 'yield gentleman', 'yield']"
CREC-2023-11-08-pt1-PgH5550-5-163,"['group', 'money', 'designing']"
CREC-2023-11-08-pt1-PgH5550-5-164,"['studying', 'backdoor', 'ought', 'reclaiming', 'authorizing']"
CREC-2023-11-08-pt1-PgH5550-5-168,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-172,"['provision', 'balance', 'republicans', 'unconstitutional', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-173,"['time opposition', 'claim time', 'claim']"
CREC-2023-11-08-pt1-PgH5550-5-175,"['sec', 'fraudulent', 'consumers', 'amendment', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-176,"['operates', 'interests', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-177,"['consumers', 'accountability', 'wallets', 'unconstitutional', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-178,"['agency', 'conferences', 'barr', 'unconstitutional']"
CREC-2023-11-08-pt1-PgH5550-5-180,"['democrat', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-181,"['transfer', 'irresponsible', 'perry', 'amendment', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-182,"['remainder', 'yield', 'mr', 'barr', 'kentucky']"
CREC-2023-11-08-pt1-PgH5550-5-183,"['womack', 'reluctantly', 'pennsylvania', 'cfpb', 'unconstitutional']"
CREC-2023-11-08-pt1-PgH5550-5-184,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-187,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-190,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-194,"['filed', 'consumers', 'medicare', 'amendment', 'cfpb']"
CREC-2023-11-08-pt1-PgH5550-5-198,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-202,"['democrats', 'gas', 'appropriation', 'forbid', 'cpsc']"
CREC-2023-11-08-pt1-PgH5550-5-203,"['opposition amendment', 'time opposition', 'claim time']"
CREC-2023-11-08-pt1-PgH5550-5-205,"['recalled', 'schultz', '2024', 'toxins', 'agencies']"
CREC-2023-11-08-pt1-PgH5550-5-206,"['rural', 'propane', 'consumers']"
CREC-2023-11-08-pt1-PgH5550-5-207,"['percent', 'defunding', 'stoves', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-208,"['block', 'yield', 'budget', 'amendment', 'bipartisan']"
CREC-2023-11-08-pt1-PgH5550-5-211,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-213,"['pro', 'desk', 'ranking', 'amendment', 'forma']"
CREC-2023-11-08-pt1-PgH5550-5-215,"['irs', 'nonsense', 'weber', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-217,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-221,"['expenses', 'consumer', 'interests', 'ftc', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-222,"['time opposition', 'claim time', 'claim']"
CREC-2023-11-08-pt1-PgH5550-5-224,"['purchasers', 'oppose', 'pump', 'ftc', 'fiscal']"
CREC-2023-11-08-pt1-PgH5550-5-225,"['gentleman', 'maryland']"
CREC-2023-11-08-pt1-PgH5550-5-226,"['gentleman yield', 'yield', 'gentleman']"
CREC-2023-11-08-pt1-PgH5550-5-227,"['gentleman maryland', 'gentleman', 'yield']"
CREC-2023-11-08-pt1-PgH5550-5-228,"['don', 'mr', 'say', 'says', 'perry']"
CREC-2023-11-08-pt1-PgH5550-5-229,"['imagine', 'nozzle', '2023', 'kerosene', '1920s']"
CREC-2023-11-08-pt1-PgH5550-5-230,"['saying', 'americans']"
CREC-2023-11-08-pt1-PgH5550-5-233,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-236,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-240,"['gsa', 'percent', '2023', 'spend', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-241,"['rise opposition', 'rise', 'opposition']"
CREC-2023-11-08-pt1-PgH5550-5-243,"['buildings', 'space', 'costs', 'amendment', 'fiscal']"
CREC-2023-11-08-pt1-PgH5550-5-244,"['let', 'balance', 'headquarters', 'cuts', 'trillion']"
CREC-2023-11-08-pt1-PgH5550-5-248,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-252,"['vehicles', 'amendments', 'uaps', 'grusch', 'extraterrestrial']"
CREC-2023-11-08-pt1-PgH5550-5-257,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-261,"['delinquency', 'article', 'billion', 'impairment', 'collections']"
CREC-2023-11-08-pt1-PgH5550-5-262,"['time opposition', 'claim time', 'claim']"
CREC-2023-11-08-pt1-PgH5550-5-264,"['balance', 'billion', 'collections', 'amendment', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-265,"['time remaining', 'remaining', 'inquire']"
CREC-2023-11-08-pt1-PgH5550-5-267,"['demonstrations', 'intellectually', 'accounting', 'amendments', 'irs']"
CREC-2023-11-08-pt1-PgH5550-5-268,"['balance time', 'yield', 'time']"
CREC-2023-11-08-pt1-PgH5550-5-273,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-277,"['energy', 'moscow', 'sanctioned', 'treasury', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-279,"['opposition amendment', 'time opposition', 'claim time']"
CREC-2023-11-08-pt1-PgH5550-5-281,"['consequences', 'hope', 'implement', 'oil', 'ukraine']"
CREC-2023-11-08-pt1-PgH5550-5-282,"['8h', 'exports', 'loophole', 'ukraine', 'bipartisan']"
CREC-2023-11-08-pt1-PgH5550-5-283,"['yield', 'prices', 'exemptions']"
CREC-2023-11-08-pt1-PgH5550-5-284,"['impose', 'russia']"
CREC-2023-11-08-pt1-PgH5550-5-285,['consumers']
CREC-2023-11-08-pt1-PgH5550-5-286,"['dependence', 'germany', 'cap']"
CREC-2023-11-08-pt1-PgH5550-5-290,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-293,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-297,"['starve', 'prevent', 'interests', 'treasury', 'amendment']"
CREC-2023-11-08-pt1-PgH5550-5-298,"['opposition amendment', 'amendment', 'rise']"
CREC-2023-11-08-pt1-PgH5550-5-300,"['amendment', '2022', 'resilience', 'heating', 'alternative']"
CREC-2023-11-08-pt1-PgH5550-5-303,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-306,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-310,"['implemented', 'reauthorized', 'federal', 'lending', 'sblcs']"
CREC-2023-11-08-pt1-PgH5550-5-311,"['rise opposition', 'rise', 'opposition']"
CREC-2023-11-08-pt1-PgH5550-5-313,"['extending', 'prohibit', 'income', 'ambit', 'administrations']"
CREC-2023-11-08-pt1-PgH5550-5-314,"['amendment', 'rural', 'sblc', 'bank', 'advantage']"
CREC-2023-11-08-pt1-PgH5550-5-315,"['chairman', 'agencies']"
CREC-2023-11-08-pt1-PgH5550-5-316,"['noncontroversial', 'mr', 'amendment', 'bean']"
CREC-2023-11-08-pt1-PgH5550-5-317,"['raise', 'ought', 'authorizing', 'hearing', 'minorities']"
CREC-2023-11-08-pt1-PgH5550-5-318,"['cloakroom', 'maryland', 'agencies']"
CREC-2023-11-08-pt1-PgH5550-5-319,"['eliminate', 'testify', 'program']"
CREC-2023-11-08-pt1-PgH5550-5-322,"['recorded vote', 'vote', 'demand']"
CREC-2023-11-08-pt1-PgH5550-5-325,"['amendment desk', 'amendment', 'desk']"
CREC-2023-11-08-pt1-PgH5550-5-329,"['policies', 'patrol', 'illegals', 'amendment', 'sanctuary']"
